// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

1835,G_KASA,Kasa,Kasa,85,80375,0,0,0,2,3030,3500,23,70,45,158,31,250,160,30,10,12,2,0,63,0x6203695,150,800,600,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,MAGMARING,Magmaring,Magmaring,40,5300,0,211000,190010,1,550,700,25,24,40,60,30,10,60,17,10,12,0,0,43,0x83,300,1472,384,288,0,0,0,0,0,0,0,7097,3000,757,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432,1
1837,IMP,Imp,Fire Imp,76,46430,0,2520000,1100077,1,1059,1509,27,50,37,76,30,150,99,10,10,12,0,6,63,0x2003295,150,824,432,360,0,0,0,0,0,0,0,7122,3000,13303,3,7098,2500,1376,10,1972,25,12374,20,0,0,0,0,0,0,4433,1
1838,KNOCKER,Knocker,Knocker,50,7755,0,220002,402003,1,889,990,28,50,25,44,50,62,65,60,10,12,0,6,22,0x2000091,200,1548,384,288,0,0,0,0,0,0,0,997,30,1003,150,1040,5500,2286,1,2208,10,2124,3,1732,5,0,0,0,0,4434,1
1839,BYORGUE,Byorgue,Byorgue,86,38133,0,1900000,950000,2,1340,2590,20,13,25,80,12,30,70,10,14,16,1,7,20,0x6203695,170,800,600,360,0,0,0,0,0,0,0,1270,50,5096,3,13027,150,12087,500,603,40,2530,1,7110,4365,0,0,0,0,4426,1
1840,GOLDEN_SAVAGE,Golden Savage,Golden Savage,99,500,0,100,100,1,500,700,100,99,0,1,1,50,120,1,10,12,2,2,42,0x4370091,150,1960,480,384,0,0,0,0,0,0,0,610,3000,7444,100,616,5,969,500,714,100,5159,1,12238,3000,12239,3000,0,0,0,0
1841,G_SNAKE_,Snake Lord's Minion,Snake Lord's Minion,15,10,0,1,1,1,46,55,100,99,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7720,2000,12245,200,7721,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,G_ANACONDAQ_,Snake Lord's Minion,Snake Lord's Minion,23,15,0,1,1,1,124,157,100,99,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7720,3500,12245,400,7721,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,G_SIDE_WINDER_,Snake Lord's Minion,Snake Lord's Minion,43,18,0,1,1,1,240,320,100,99,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7720,7000,12245,600,7721,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,G_ISIS_,Snake Lord's Minion,Snake Lord's Minion,47,25,0,1,1,1,423,507,100,99,38,65,43,50,66,15,10,12,2,6,27,0x2003095,200,1384,768,336,0,0,0,0,0,0,0,7720,8000,12245,800,7721,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,G_TREASURE_BOX_,Treasure Box,Treasure Box,98,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7720,10000,7720,10000,7720,10000,7721,10000,12245,2500,7720,5000,12245,2500,12245,2500,0,0,0,0
1846,DREAMMETAL,Dream Metal,Dream Metal,90,999,0,1,1,1,1,2,100,99,1,1,1,1,1,1,10,12,0,0,26,0x6200000,300,1288,288,384,0,0,0,0,0,0,0,7858,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,EVENT_PORING,Poring,Poring,98,10000000,0,1000000,1000000,1,15000,20000,60,60,1,60,120,120,160,30,10,12,1,8,28,0x6203695,100,76,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,EVENT_BAPHOMET,Baphomet,Baphomet,50,45000,0,1000,1000,2,1500,3000,10,10,1,60,15,15,160,30,10,12,2,6,67,0x6203695,100,768,768,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,EVENT_OSIRIS,Osiris,Osiris,60,125000,0,2000,2000,1,3500,5000,20,20,1,60,25,25,160,30,10,12,1,1,89,0x6203695,100,1072,672,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,EVENT_ORCHERO,Orc Hero,Orc Hero,50,175000,0,3000,3000,1,4000,5500,25,45,1,60,35,80,160,30,10,12,2,7,82,0x6203695,150,1678,780,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,EVENT_MOBSTER,Mobster,Mobster,61,7991,0,2,2,1,500,1000,45,35,76,46,20,35,76,55,10,12,1,7,20,0x3695,250,1100,560,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,G_EM_ANGELING,Angeling,Angeling,99,120,0,0,0,1,60,71,100,99,1,17,80,80,126,20,10,12,0,8,66,0x6203695,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,G_EM_DEVILING,Deviling,Deviling,99,120,0,0,0,1,60,71,100,99,1,17,80,80,126,20,10,12,0,8,66,0x6203695,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,E_MUKA,Muka,Muka,17,610,0,273,120,1,40,49,5,5,15,15,30,5,20,10,10,12,2,3,22,0x83,300,1960,960,384,0,0,0,0,0,0,0,993,70,952,9000,713,2000,7742,400,507,1000,1451,50,1002,250,0,0,0,0,4036,1
1855,E_POISONSPORE,Poison Spore,Poison Spore,19,665,0,186,93,1,89,101,0,0,1,19,25,0,24,0,10,12,1,3,25,0x3885,200,1672,672,288,0,0,0,0,0,0,0,7033,9000,2221,20,511,550,7743,60,972,50,921,1200,912,5,0,0,0,0,4048,1
1856,E_MAGNOLIA,Magnolia,Magnolia,26,3195,0,393,248,1,120,151,5,30,1,26,26,0,39,5,10,12,0,6,21,0x2000083,250,1560,360,360,0,0,0,0,0,0,0,7031,9000,910,800,911,100,912,10,737,40,7744,400,12127,5,0,0,0,0,4076,1
1857,E_MARIN,Marin,Marin,15,742,0,66,44,1,39,43,0,10,1,10,10,5,35,15,10,12,1,3,41,0x81,400,1872,672,480,0,0,0,0,0,0,0,910,3200,938,1500,700,100,720,40,7745,75,529,350,5035,1,0,0,0,0,4196,1
1858,E_PLANKTON,Plankton,Plankton,10,354,0,23,18,1,26,31,0,5,1,10,10,0,15,0,10,12,0,3,61,0x81,400,2208,1008,324,0,0,0,0,0,0,0,1052,9000,7746,300,938,700,970,4,713,1000,630,20,645,50,0,0,0,0,4024,1
1859,E_MANDRAGORA,Mandragora,Mandragora,12,405,0,45,32,4,26,35,0,25,1,12,24,0,36,15,10,12,1,3,62,0x84,1000,1768,768,576,0,0,0,0,0,0,0,993,50,905,9000,1405,30,7747,350,711,300,706,3,1967,10,0,0,0,0,4030,1
1860,E_COCO,Coco,Coco,17,817,0,120,78,1,56,67,0,0,24,17,34,20,24,10,10,12,0,2,22,0x91,150,1864,864,1008,0,0,0,0,0,0,0,1026,9000,2502,20,914,3000,919,2500,516,500,2402,25,7748,600,0,0,0,0,4041,1
1861,E_CHOCO,Choco,Choco,43,4278,0,1265,1265,1,315,402,5,5,65,68,55,45,65,25,10,12,0,2,23,0x3095,200,1500,500,1000,0,0,0,0,0,0,0,7011,5335,942,7000,985,53,513,5000,634,20,7749,1000,607,25,0,0,0,0,4285,1
1862,E_MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,7750,500,1251,10,2225,5,5009,1,10010,10,2224,15,0,0,0,0,4046,1
1863,E_SPRING_RABBIT,Spring Rabbit,Spring Rabbit,25,4500,0,0,0,1,292,406,14,10,20,15,15,5,15,5,10,12,1,2,42,0x83,160,1120,552,511,0,0,0,0,0,0,0,7860,5000,7861,5000,7862,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Cursed Abbey
1864,ZOMBIE_SLAUGHTER,Zombie Slaughter,Zombie Slaughter,77,43000,0,1200000,850000,1,1055,1655,35,45,1,30,50,1,75,35,10,12,1,1,69,0x3695,200,676,648,432,0,0,0,0,0,0,0,7752,3000,13404,10,934,1500,7753,3000,938,3000,0,0,0,0,0,0,0,0,4435,1
1865,RAGGED_ZOMBIE,Ragged Zombie,Ragged Zombie,75,25000,0,850000,550000,9,1200,1500,25,35,1,77,25,10,101,50,10,12,1,1,69,0x3695,150,1960,576,420,0,0,0,0,0,0,0,7752,3000,2424,15,934,1500,932,4500,2703,2,13107,10,0,0,0,0,0,0,4436,1
1866,HELL_POODLE,Hell Poodle,Hell Poodle,71,9000,0,400000,300000,1,400,600,35,20,5,26,14,5,39,10,10,12,0,6,27,0x2003695,140,824,432,360,0,0,0,0,0,0,0,528,5000,13028,10,1268,10,932,4500,628,20,919,5500,537,400,0,0,0,0,4437,1
1867,BANSHEE,Banshee,Banshee,81,35111,0,1700000,1200000,1,1666,2609,30,55,30,74,1,120,75,1,10,12,1,6,47,0x2003695,150,576,504,504,0,0,0,0,0,0,0,7751,3000,2365,10,13027,10,2528,10,934,1500,7054,5335,0,0,0,0,0,0,4438,1
1868,G_BANSHEE,Banshee,Banshee,81,35111,0,0,0,1,1666,2609,30,55,30,74,1,120,120,1,10,12,1,6,47,0x2003695,150,576,504,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,FLAME_SKULL,Flame Skull,Flame Skull,60,10080,0,300000,260000,1,100,1200,20,40,50,100,30,40,140,110,10,12,0,6,68,0x2003095,150,972,648,432,0,0,0,0,0,0,0,7005,5000,2425,20,13170,20,958,6000,0,0,0,0,0,0,0,0,0,0,4439,1
1870,NECROMANCER,Necromancer,Necromancer,88,98000,0,4500000,3500000,1,3500,4000,0,40,1,50,1,190,166,10,10,12,1,1,89,0x6203695,150,1816,1320,420,0,0,0,0,0,0,0,7752,3000,1624,20,932,4500,2532,10,717,100,609,100,7117,1500,0,0,0,0,4440,1
1871,FALLINGBISHOP,Fallen Bishop,Fallen Bishop Hibram,80,3333333,0,111001111,111001111,1,3220,5040,50,0,1,80,15,126,120,20,10,12,1,6,47,0x6283695,150,432,1152,360,555555,607,5500,608,3500,732,2000,523,10000,1420,1000,2677,500,1422,1000,985,5432,1614,2000,0,0,0,0,0,0,4441,1
1872,BEELZEBUB_FLY,Hell Fly,Hell Fly,66,500000,0,0,0,1,1200,2000,25,15,33,105,60,15,72,30,10,12,0,4,84,0x6203695,100,676,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,BEELZEBUB,Beelzebub,Beelzebub,98,6666666,0,0,0,1,4100,4960,40,35,6,110,200,250,120,66,10,12,0,6,88,0x6203695,100,100,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,BEELZEBUB_,Beelzebub,Beelzebub,98,6666666,0,666660066,666666006,2,10000,13410,40,40,6,110,200,250,166,66,10,12,2,6,88,0x6283695,100,212,504,432,3333333,617,5500,607,5000,12030,5500,7754,9000,2423,2000,1565,2000,2000,2000,2702,2000,985,5432,742,5500,0,0,0,0,4145,1
1875,TRISTAN_3RD,Tristan III,Dead King,80,43000,0,100,100,2,1366,1626,25,30,5,10,10,69,70,1,10,12,1,1,89,0x3695,175,1816,1152,360,0,0,0,0,0,0,0,7754,9000,938,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,E_LORD_OF_DEATH,Lord of the Dead,Lord of the Dead,99,99000000,0,131343,43345,3,3430,4232,75,73,120,120,120,169,150,106,10,12,2,6,67,0x6203695,180,1446,1296,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,CRYSTAL_5,Crystal,Crystal,1,15,0,0,0,0,0,0,100,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,190,0,0,0,0,0,0,0,0,0,0,7863,10,644,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,E_SHINING_PLANT,Shining Plant,Shining Plant,1,20,0,0,0,1,1,2,100,99,0,0,0,0,0,90,7,12,0,3,26,0x170000,2000,1,1,1,0,0,0,0,0,0,0,7864,3000,906,1500,511,500,507,2000,508,1500,914,500,0,0,0,0,0,0,0,0
1879,ECLIPSE_P,Eclipse Pet,Eclipse,6,1800,0,0,0,1,20,26,0,40,1,36,6,0,11,80,10,12,1,2,60,0x6203695,200,1456,456,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Moscovia monsters
1880,WOOD_GOBLIN,Wood Goblin,Wood Goblin,42,69082,0,220001,150052,1,600,620,32,3,1,5,45,45,55,155,10,12,1,3,62,0x81,320,2304,840,360,0,0,0,0,0,0,0,2719,5,7203,4000,7201,2000,907,2000,916,500,7032,500,574,50,0,0,0,0,0,0
1881,LES,Les,Les,39,30800,0,150021,91002,1,102,113,0,17,1,33,12,32,52,38,10,12,1,3,82,0x1089,230,1728,720,576,0,0,0,0,0,0,0,7100,2000,511,1000,711,1000,905,2500,2270,1,521,500,510,50,0,0,0,0,0,0
1882,VAVAYAGA,Baba Yaga,Baba Yaga,49,74044,0,250083,250083,2,255,387,4,29,1,76,24,88,55,18,10,12,1,7,21,0x3885,270,1536,600,420,0,0,0,0,0,0,0,7099,1000,7762,5000,1630,10,7226,150,539,1500,519,1500,580,1500,0,0,0,0,0,0
1883,UZHAS,Uzhas,Uzhas,61,137007,0,400002,300003,1,293,960,11,34,1,33,19,72,75,77,10,12,1,7,61,0x3885,200,576,672,384,0,0,0,0,0,0,0,520,900,1573,5,621,100,522,100,918,3500,579,1500,603,3,0,0,0,0,0,0
1884,MAVKA,Mavka,Mavka,63,192000,0,830001,635003,7,589,623,32,19,1,42,55,35,89,177,10,12,1,3,62,0x3885,170,1536,504,360,0,0,0,0,0,0,0,1572,5,629,300,707,300,710,50,747,1500,748,300,510,3000,0,0,0,0,0,0
1885,GOPINICH,Gopinich,Gopinich,85,2993021,0,4520050,1600445,3,5868,6124,20,42,50,65,55,103,152,35,10,12,2,2,62,0x6283695,150,1536,864,432,22625,607,5500,617,5000,617,5000,617,4000,2621,200,12080,1000,1737,100,1417,5,7444,5000,5007,1,0,0,0,0,0,0
1886,G_MAVKA,Mavka,Mavka,63,192000,0,0,0,7,589,623,32,19,1,42,55,35,89,177,10,12,1,3,62,0x3885,170,1536,504,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Additional Monsters
1887,FREEZER_R,Freezer,Freezer,72,80636,0,0,0,2,671,983,55,43,69,41,59,5,67,100,10,12,1,2,41,0x3695,250,1452,483,528,0,0,0,0,0,0,0,7053,2000,7066,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,GARM_BABY_R,Garm Baby,Baby Hatii,61,151099,0,100,100,1,680,1580,24,13,45,30,36,55,85,30,10,12,1,2,41,0x3885,450,879,672,576,0,0,0,0,0,0,0,0,0,7066,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,GARM_R,Marozka's Guard,Marozka's Guard,73,1000000,0,1000,1000,3,900,2200,20,23,85,126,10,50,95,60,10,12,2,2,81,0x6203695,400,608,408,336,0,0,0,0,0,0,0,7053,2000,7066,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,GOPINICH_R,The Immortal Koshei,The Immortal Koshei,85,2993021,0,1000,1000,3,1868,6124,20,42,50,65,55,50,152,35,10,12,2,2,62,0x3295,150,1536,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,G_RANDGRIS_,Valkyrie,Valkyrie,99,15670200,0,0,0,3,5560,9980,25,42,100,120,80,120,220,210,10,12,2,8,86,0x6203695,100,576,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,G_LOLI_RURI,Lolo Ruri,Lolo Ruri,71,230470,0,0,0,2,1476,2317,39,44,0,66,54,74,81,43,10,12,2,6,87,0x2003885,125,747,1632,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,G_KNIGHT_OF_ABYSS,Knight of the Abyss,Abysmal Knight,79,306140,0,0,0,1,1600,2150,55,50,66,68,64,25,135,50,10,12,2,7,87,0x3695,300,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,POURING,Pouring,Pouring,50,1000000,0,0,0,1,550,1450,20,50,45,30,36,55,85,30,0,0,0,3,68,0x620108B,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,12257,8335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,EVENT_SEYREN,Seyren,Seyren Windsor,91,884002,0,0,0,1,2100,2530,63,12,90,89,72,20,99,25,10,12,1,6,63,0x3295,170,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,EVENT_KATRINN,Katrinn,Kathryne Keyron,92,472080,0,0,0,1,497,1697,10,74,1,5,77,180,110,39,10,12,1,7,68,0x3295,150,1152,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,EVENT_BAPHOMET_,Baphomet,Baphomet,81,6680000,0,0,0,2,3220,4040,35,45,1,152,30,85,120,95,10,12,2,6,67,0x6203695,100,768,768,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,EVENT_ZOMBIE,Zombie,Zombie,12,4034,0,0,0,1,67,79,0,10,1,1,1,1,1,1,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,7884,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,SWORD_GUARDIAN_,Sword Guardian,Sword Guardian,86,1520533,0,0,0,2,7590,9140,60,33,110,40,54,65,125,65,14,16,2,7,80,0x4202085,170,140,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1900,BOW_GUARDIAN_,Archer Guardian,Archer Guardian,80,800404,0,0,0,12,1840,2520,40,62,95,80,33,90,165,55,14,16,2,7,80,0x20A5,170,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,E_CONDOR,Condor,Condor,5,80000,0,100,100,1,200,400,10,15,1,13,10,25,95,10,10,12,0,8,26,0x1089,150,1148,648,480,0,0,0,0,0,0,0,7781,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,E_TREASURE1,Treasure Box,Treasure Box,99,490,0,0,0,0,0,0,100,0,0,0,0,0,999,0,0,0,0,0,26,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7782,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,E_TREASURE2,Treasure Box,Treasure Box,99,490,0,0,0,0,0,0,100,0,0,0,0,0,999,0,0,0,0,0,26,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7783,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,BOMBPORING,Bomb Poring,Bomb Poring,28,10000000,0,46001,28004,1,120,320,100,99,1,28,28,0,33,50,10,12,0,0,20,0x308D,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// WoE Second Edition; Battle Fields
1905,BARRICADE,Barricade,Barricade,98,6000000,0,0,0,1,0,0,0,0,1,17,1,80,126,20,10,12,2,0,20,0x6200000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,BARRICADE_,Barricade,Barricade,98,1500,0,0,0,1,0,0,100,99,1,17,1,80,126,20,10,12,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,S_EMPEL_1,Guardian Stone,Guardian Stone,90,1200000,0,0,0,0,1,2,40,50,1,1,1,1,1,1,0,0,0,0,20,0x6200000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,S_EMPEL_2,Guardian Stone,Guardian Stone,90,1200000,0,0,0,0,1,2,40,50,1,1,1,1,1,1,0,0,0,0,20,0x6200000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,OBJ_A,Food Storage,Food Storage,90,2500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,OBJ_B,Food Depot,Food Depot,90,2500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,OBJ_NEUTRAL,Neutrality Flag,Neutrality Flag,90,1500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,OBJ_FLAG_A,Lion Flag,Lion Flag,90,1500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,OBJ_FLAG_B,Eagle Flag,Eagle Flag,90,1500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,OBJ_A2,Blue Crystal,Blue Crystal,90,2500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,OBJ_B2,Pink Crystal,Pink Crystal,90,2500,0,0,0,0,1,2,100,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Satan Morroc
1916,MOROCC,Satan Morroc,Satan Morroc,99,83886007,0,670000000,450000000,2,42000,42001,29,65,140,160,30,250,180,50,10,12,2,6,87,0x6203695,100,76,540,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,MOROCC_,Wounded Morroc,Wounded Morroc,99,83808607,0,360000000,300000000,2,45000,48000,29,65,140,160,30,250,180,40,10,12,2,6,87,0x6283695,100,576,540,432,1800000,607,5500,617,5000,617,5000,5808,1000,2374,5000,2375,5000,2433,5000,7799,9000,7798,9000,0,0,0,0,0,0,0,0
1918,MOROCC_1,Incarnation of Morroc,Incarnation of Morroc,97,1900000,0,6100000,14000000,1,7000,8600,20,35,150,152,30,180,186,70,10,12,2,8,27,0x6203695,110,576,540,432,0,0,0,0,0,0,0,2111,10,7799,1000,7798,3000,985,160,7054,4850,2537,3,1541,20,0,0,0,0,0,0
1919,MOROCC_2,Incarnation of Morroc,Incarnation of Morroc,97,1900000,0,6500000,12000000,1,3500,5100,20,5,120,83,20,10,166,50,10,12,1,6,67,0x6203695,150,576,540,432,0,0,0,0,0,0,0,2536,3,7799,1000,7798,3000,984,160,7053,3500,2130,15,0,0,0,0,0,0,0,0
1920,MOROCC_3,Incarnation of Morroc,Incarnation of Morroc,96,1430000,0,5000000,8000000,2,3400,5000,15,37,40,200,20,60,100,37,10,12,1,6,69,0x6203695,150,212,540,432,0,0,0,0,0,0,0,2508,10,7799,1000,7798,3000,985,160,7054,4850,2728,3,1182,15,0,0,0,0,0,0
1921,MOROCC_4,Incarnation of Morroc,Incarnation of Morroc,98,1500000,0,5100000,7000000,1,3000,4025,18,54,60,60,30,220,125,20,10,12,1,6,68,0x6203695,150,1536,540,432,0,0,0,0,0,0,0,2729,5,7799,1000,7798,3000,984,160,7053,3500,2129,20,0,0,0,0,0,0,0,0
1922,G_MOROCC_1,Incarnation of Morroc,Incarnation of Morroc,97,12000000,0,0,0,1,16000,16001,20,35,150,152,30,180,186,70,10,12,2,8,27,0x6203695,110,576,540,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,G_MOROCC_2,Incarnation of Morroc,Incarnation of Morroc,97,12000000,0,0,0,1,16000,16001,20,5,120,83,20,10,166,50,10,12,1,6,67,0x6203695,150,576,540,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,G_MOROCC_3,Incarnation of Morroc,Incarnation of Morroc,96,12000000,0,0,0,2,16000,16001,15,37,40,200,20,60,100,37,10,12,1,6,69,0x6203695,150,212,540,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,G_MOROCC_4,Incarnation of Morroc,Incarnation of Morroc,98,12000000,0,0,0,1,16000,16001,18,54,60,60,30,220,125,20,10,12,1,6,68,0x6203695,150,1536,540,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
// God Item Creation (WoE SE); Catacombs
1926,JAKK_H,Jakk,Jakk,38,3000,0,0,0,1,5,10,5,30,1,38,38,43,75,45,10,12,1,0,43,0x3695,200,1180,480,648,0,0,0,0,0,0,0,1062,3000,1062,3000,0,0,535,3000,535,3000,535,3000,0,0,0,0,0,0,0,0
1927,WHISPER_H,Whisper,Whisper,34,1000,0,0,0,1,5,10,0,45,1,51,14,0,60,0,10,12,0,6,68,0x2003095,150,1960,960,504,0,0,0,0,0,0,0,1059,5000,1059,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,DEVIRUCHI_H,Deviruchi,Deviruchi,46,5000,0,0,0,1,5,10,10,25,1,69,40,55,70,30,10,12,0,6,27,0x2003695,150,980,600,384,0,0,0,0,0,0,0,1038,3000,1039,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
